name,animaltype,breed,colour,sex,suburb,AgeYears,blank
Bow,D         ,COLLBORDR ,BlackWhite,F,CURRIMUNDI,15,
Schooner,D         ,LABRADOR  ,Black     ,M,WURTULLA,2,
Rose,D         ,KELPIEAUS ,BlackTan  ,F,GLASS HOUSE MOUNTAINS,3,
Pip,D         ,TERRIERWHE,Wheaten   ,F,SHELLY BEACH,3,
Roxy,D         ,HUSKY     ,TanBrindle,F,PELICAN WATERS,2,
Bundy,D         ,CATTLEDOGX,Grey      ,M,BUDERIM,7,
Sawyer,D         ,KELPIEAUSX,BlackWhite,M,NAMBOUR,2,
Thor Lawranceson,D         ,MALTESE   ,BrownBlack,M,NAMBOUR,2,
Pumba,D         ,CATTLEDOGX,BlackBrown,M,SIPPY DOWNS,3,
Molly,D         ,POODLEX   ,Grey      ,F,COOLUM BEACH,12,
Henry,D         ,MALTESEX  ,White     ,M,PACIFIC PARADISE,14,
Harley,D         ,POODLEX   ,Black     ,M,BUDERIM,5,
Summer,D         ,RETRIEVER ,Gold      ,F,MAROOCHYDORE,2,
Ming,Cat       ,ORIENTALSH,SealPoint ,M,BLI BLI,9,
Iggy,Cat       ,DOMMH     ,BlackWhite,M,PELICAN WATERS,9,
Capt. Jack,D         ,FOXTERRMN ,BrownWhite,M,BELLI PARK,3,
Missy Ryan,D         ,CAVOODLE  ,Black     ,F,PELICAN WATERS,3,
George,D         ,JACKRUSSL ,WhiteTan  ,M,MOUNTAIN CREEK,2,
Harvey,D         ,COLLBORDR ,WhiteRed  ,M,AROONA,2,
MACK,D         ,ROTTWEILR ,BlackTan  ,M,LITTLE MOUNTAIN,10,
Jindy,D         ,MIXED     ,Brown     ,F,AROONA,2,
Ace,D         ,GERMNSHEP ,Sable     ,M,PELICAN WATERS,3,
Gizmo,D         ,MALTESEX  ,WhiteTan  ,M,PELICAN WATERS,5,
Dannika,Cat       ,DOMSH     ,Ginger    ,F,SIPPY DOWNS,2,
Tina,D         ,KELPIEAUS ,BlackWhite,F,MARCOOLA,13,
Luna,D         ,STAFFRDBTX,BlackWhite,F,CALOUNDRA WEST,2,
Jaeger,D         ,BULLDOGFR ,Black     ,M,WURTULLA,7,
Johnny,D         ,STAFFRDBT ,BlackWhite,M,ILKLEY,4,
Kevin,D         ,CHIHUAHUAX,Blonde    ,M,PELICAN WATERS,2,
May,D         ,RETRIEVGDX,GoldWhite ,F,CURRIMUNDI,3,
Izzy,D         ,STAFFRDBT ,BlackWhite,F,BLI BLI,8,
Zeus,D         ,STAFFRDAM ,BrindlWhit,M,NAMBOUR,3,
Jasmine,Cat       ,DOMSH     ,Tortoise  ,F,GOLDEN BEACH,2,
Toby,D         ,MALTESE   ,Black     ,M,MAROOCHY RIVER,9,
Qibli,D         ,SCHNAUZMN ,Black     ,M,DIDDILLIBAH,3,
Cleo,Cat       ,DOMSH     ,Tabby     ,F,GOLDEN BEACH,2,
Dusty Barden,D         ,CAVOODLE  ,White     ,M,MOOLOOLABA,4,
Banjo,D         ,CATTLEDOG ,BlueBlack ,M,EUMUNDI,2,
Rafke,Cat       ,DOMMH     ,WhiteGrey ,F,WURTULLA,7,
Shadow,D         ,SHIHTZU   ,BlackWhite,M,LITTLE MOUNTAIN,2,
Bella,D         ,MALTESE   ,White     ,F,CALOUNDRA WEST,4,
Cheech,D         ,COLLBORDR ,BlackWhite,M,LITTLE MOUNTAIN,8,
Whiskey,D         ,CATTLEDOG ,BlueRed   ,M,CONONDALE,2,
Benny,D         ,MALTESEX  ,White     ,M,CURRIMUNDI,14,
Freckles,Cat       ,DOMMH     ,Tabby     ,F,PACIFIC PARADISE,2,
Jackson,D         ,DACHSHUNDM,Red       ,M,LANDSBOROUGH,2,
Pepe,D         ,POODLETOY ,Black     ,M,MALENY,6,
Ziggy,D         ,DACHSHUND ,Tan       ,F,TWIN WATERS,9,
Arrow,Cat       ,DOMSH     ,Grey      ,M,MOUNTAIN CREEK,3,
Penny,D         ,CAVOODLE  ,CreamTan  ,F,BUDERIM,6,
Nacho,D         ,BEAGLEX   ,TriColour ,M,NAMBOUR,2,
Charlie,D         ,COLLBORDRX,WhiteBlack,M,MINYAMA,12,
Tyson,D         ,SPOODLE   ,BeigeWhite,M,MOOLOOLAH VALLEY,10,
Storm,D         ,COLLBORDRX,BlackBroWh,M,BLI BLI,11,
Cobber,D         ,GERMNSHEP ,BlackTan  ,M,BUDERIM,2,
Snickers,D         ,DACHSHUNDM,BlackBrown,M,LITTLE MOUNTAIN,2,
Panda,D         ,MOODLE    ,BlackWhite,M,MOUNTAIN CREEK,11,
Spot,D         ,COLLBORDR ,BlackWhite,M,FOREST GLEN,3,
Archie,D         ,CATTLEDOG ,Red       ,M,LANDSBOROUGH,9,
Rosa,D         ,MALTESE   ,White     ,F,BLI BLI,11,
Stimpy,Cat       ,MANX      ,Tabby     ,M,MERIDAN PLAINS,6,
Digby,D         ,MALTESEX  ,Cream     ,M,KULUIN,11,
Harriet (Hattie),Cat       ,DOMSH     ,Black     ,F,MONS,2,
MIDGET,D         ,MOODLE    ,Apricot   ,M,YANDINA,11,
Toola,Cat       ,RAGDOLL   ,BlackTanWh,F,BUDERIM,4,
Paris,Cat       ,ORIENTALSH,Grey      ,F,MINYAMA,4,
Lily,D         ,DACHSHUND ,BrownTan  ,F,SIPPY DOWNS,4,
Lulu,D         ,SCHNAUZMN ,SaltPepper,F,SIPPY DOWNS,2,
Eddie,D         ,PUGX      ,Tan       ,M,BIRTINYA,8,
Manson,D         ,BULLDOGFR ,BlueBrind ,M,MUDJIMBA,2,
Buddy,D         ,KELPIEAUS ,BlackBrown,M,LANDSBOROUGH,3,
Charlie,D         ,MALTESE   ,White     ,F,CURRIMUNDI,16,
Arabella,D         ,SPANIELKC ,BlackWhite,F,TWIN WATERS,3,
Bonny,D         ,CATTLEDOG ,Grey      ,F,EUMUNDI,3,
Milly,D         ,MALTESEX  ,BlackWhite,F,BLI BLI,10,
Roxy,D         ,SHIHTZUX  ,White     ,F,BLI BLI,6,
Mars,D         ,WOLFHOUNDX,TanBlonde ,M,LANDSBOROUGH,3,
Kelly,D         ,STAFFRDAM ,Brown     ,F,GLASS HOUSE MOUNTAINS,10,
Dexter Francis,D         ,SCHNAUZER ,BlackGrey ,M,PELICAN WATERS,3,
Taiser,D         ,STAFFRDBTX,White     ,M,IMAGE FLAT,14,
Tully,D         ,COLLBORDR ,BlackWhite,F,BUDERIM,2,
Blue,D         ,HEELER    ,Blue      ,M,DOONAN,3,
Frankie,D         ,PUG       ,FawnBlack ,M,PALMVIEW,3,
Jessie,D         ,CAVOODLE  ,TriColour ,F,TWIN WATERS,4,
Batman,Cat       ,DOMMH     ,Black     ,M,GOLDEN BEACH,2,
Daisy,D         ,STAFFRDAMX,BeigeWhite,F,MOUNTAIN CREEK,2,
Louie,Cat       ,BURMESE   ,Lilac     ,F,WURTULLA,10,
Luna,D         ,STAFFRDAMX,Tan       ,F,MOUNT COOLUM,2,
Annie,D         ,LABRADOODL,Black     ,F,MOUNTAIN CREEK,4,
Maverick,D         ,RETRIEVGD ,Gold      ,M,PALMVIEW,2,
Chong,D         ,COLLBORDR ,BlackWhite,M,LITTLE MOUNTAIN,8,
Izzy,D         ,TERRIERBSX,Black     ,F,WURTULLA,3,
Gypsy Rose,D         ,CAVOODLE  ,Apricot   ,F,BUDERIM,2,
Murphy,D         ,ROTTWEILR ,BlackTan  ,M,BUDERIM,2,
Roxy,D         ,CAVOODLE  ,Red       ,F,BURNSIDE,11,
Fern,Cat       ,DOMSH     ,BlackWhite,F,PALMVIEW,3,
Mittens,Cat       ,DOMMH     ,Ginger    ,F,CALOUNDRA WEST,9,
Arlo,D         ,STAFFRDBT ,Blue      ,M,LITTLE MOUNTAIN,5,
Duke,D         ,CATTLEDOG ,Blue      ,M,YANDINA,5,
Koosi,D         ,POODLETOY ,Apricot   ,F,MOOLOOLABA,2,
Topaz,Cat       ,RAGDOLL   ,BeigeWhite,M,MERIDAN PLAINS,3,
Pickles,D         ,SPOODLE   ,GoldWhite ,M,PELICAN WATERS,2,
Amy,D         ,GREYHOUND ,Fawn      ,F,PELICAN WATERS,5,
Maverick,Cat       ,DOMSH     ,GreyWhite ,M,MOUNTAIN CREEK,2,
Sasha,D         ,STAFFRDBTX,BrindlWhit,F,BURNSIDE,5,
Charlie,D         ,DACHSHUNDM,Chocolate ,M,BUDERIM,5,
Saxon,Cat       ,DOMMH     ,Tabby     ,M,AROONA,2,
Cali,D         ,LABRADOR  ,Yellow    ,F,PEREGIAN SPRINGS,2,
Frieda,D         ,DACHSHUND ,BlackBrind,F,BUDERIM,7,
Bailey,D         ,COLLBEARDX,BrownWhite,M,COOLUM BEACH,2,
Digger,D         ,COLLBORDR ,BlackBroWh,M,PELICAN WATERS,3,
Piper,Cat       ,DOMSH     ,Tabby     ,F,PELICAN WATERS,2,
Mumitzy,Cat       ,DOMSH     ,Champagne ,F,CALOUNDRA,3,
Gretel,D         ,POMERANIAX,BrownWhite,F,BEERWAH,7,
Rose,D         ,MASTIFFX  ,WhiteBrind,F,HIGHWORTH,2,
Sam,D         ,DACHSHUND ,Tan       ,F,SIPPY DOWNS,4,
Coco,D         ,COLLBORDR ,BrownWhite,F,MARCOOLA,9,
Leo,D         ,RIDGEBACK ,Tan       ,M,PELICAN WATERS,7,
Ella,D         ,PUG       ,Fawn      ,F,MAROOCHYDORE,3,
Bella,D         ,JACKRUSSL ,TanWhite  ,F,LITTLE MOUNTAIN,13,
Champ,D         ,CATTLEDOGX,Wheaten   ,M,MOOLOOLAH VALLEY,3,
Rowdy,D         ,KELPIEAUSX,BlackTan  ,M,BEERWAH,3,
Digger,D         ,KELPIEAUS ,BlackTan  ,M,MOUNTAIN CREEK,12,
Nugget,D         ,BULLDOGAUS,BrownWhite,M,PALMVIEW,4,
Max,D         ,DACHSHUNDM,Chocolate ,M,MAROOCHYDORE,2,
River,D         ,LABRADORX ,Black     ,F,WOOMBYE,3,
Migaloo,D         ,BOXERX    ,White     ,F,MOOLOOLAH VALLEY,11,
Benji,D         ,CHIHUAHUA ,Cream     ,M,COOLUM BEACH,8,
Joanie,D         ,LABRADOODL,Black     ,F,GOLDEN BEACH,2,
Stella,D         ,CAVOODLE  ,BeigeWhite,F,PARREARRA,2,
Odie,D         ,RIDGEBACK ,Wheaten   ,M,MAROOCHY RIVER,2,
Juno,D         ,TERRIERBR ,BlackBrown,F,PEREGIAN SPRINGS,2,
Olly,D         ,LABRADORX ,Gold      ,M,GOLDEN BEACH,11,
Ziggy,D         ,POMERANIA ,Red       ,M,MAROOCHYDORE,2,
Molly,D         ,POMERANIA ,Red       ,F,CALOUNDRA,3,
Charlee,D         ,DOBERMAN  ,BlackTan  ,F,MOOLOOLAH VALLEY,8,
George,D         ,MOODLE    ,Sandy     ,M,MOUNTAIN CREEK,2,
Harry,Cat       ,DOMSH     ,Tabby     ,M,DIDDILLIBAH,5,
Rose,D         ,ROTTWEILR ,BlackTan  ,F,FLAXTON,2,
Spoodle,D         ,SPANIELSP ,Chocolate ,F,LANDSBOROUGH,4,
Kida,D         ,STAFFRDAM ,BlackWhite,F,BURNSIDE,3,
Petee,Cat       ,DOMSH     ,Tabby     ,F,PARREARRA,2,
Cody,D         ,CAVOODLE  ,Apricot   ,M,SIPPY DOWNS,2,
Faye,D         ,STAFFRDAMX,Red       ,F,BARINGA,3,
Kasra,D         ,MOODLE    ,GreyBlack ,M,BUDERIM,8,
Tui,D         ,JACKRUSSLX,TanWhite  ,M,MAROOCHYDORE,2,
Fenrir,D         ,WHITESWISS,White     ,M,PALMVIEW,4,
Oscar,D         ,CAVOODLE  ,Red       ,M,BUDERIM,2,
Shadow,D         ,GERMNSHEP ,BlackTan  ,M,TWIN WATERS,5,
Romeo Mendes,D         ,COLLBORDR ,BlackWhite,M,BUDERIM,2,
Ranger,D         ,KELPIEAUS ,Red       ,M,NAMBOUR,8,
Squirt,D         ,CHIHUAHUA ,Black     ,M,SIPPY DOWNS,9,
Disco,D         ,TERRIERSI ,Black     ,M,BUDDINA,2,
Rocky,D         ,STAFFRDBT ,Black     ,M,BUDERIM,3,
Tank,D         ,SPANIELCK ,Apricot   ,M,MARCOOLA,2,
Kiwi (previously Luci),D         ,LABRADOR  ,Black     ,F,NIRIMBA,3,
Archie,Cat       ,DOMSH     ,Grey      ,M,MERIDAN PLAINS,3,
Milly,D         ,MALTESE   ,White     ,F,MOUNTAIN CREEK,9,
Maxi,D         ,JACKRUSMNX,TriColour ,M,PACIFIC PARADISE,4,
Turbo,Cat       ,DOMSH     ,Black     ,M,MOUNTAIN CREEK,3,
Mia,D         ,CAVOODLE  ,Red       ,F,WARANA,3,
Eddie,D         ,JACKRUSSL ,WhiteBrown,M,MINYAMA,3,
Atlas,D         ,KELPIEAUSX,RedTan    ,M,PALMVIEW,3,
Leila,Cat       ,DOMSH     ,TanBrindle,F,MUDJIMBA,5,
Roxy,D         ,STAFFRDBT ,Black     ,F,COOLUM BEACH,8,
Sooki,Cat       ,DOMMH     ,BlackWhite,F,BANYA,10,
Dusty,D         ,FOXTERRMNX,BlueWhite ,M,DICKY BEACH,4,
Vin,Cat       ,SPHYNX    ,BlueWhite ,M,ROSEMOUNT,2,
Pixie,D         ,KELPIEAUSX,BlackTan  ,F,TOWEN MOUNTAIN,5,
Olive,D         ,LABRADOR  ,Black     ,F,BUDERIM,2,
Lottie,D         ,SPANIELCV ,Apricot   ,F,MALENY,9,
Bambi,D         ,CAVOODLE  ,Red       ,F,MOUNTAIN CREEK,2,
Bentley,D         ,POODLEMIN ,Red       ,M,BUDERIM,4,
Buddy,D         ,SPANIELCK ,Gold      ,M,MOUNTAIN CREEK,2,
Bonny,D         ,STAFFRDBTX,Tan       ,F,WEYBA DOWNS,9,
Bella,D         ,AUST. SHEP,BlackBroWh,F,BUDERIM,7,
Hahn,D         ,RETRIEVGD ,Gold      ,M,SIPPY DOWNS,4,
Koda,D         ,DALMATIAN ,BlackWhite,F,YANDINA CREEK,2,
Daisy,D         ,COBBERDOG ,Caramel   ,F,MOUNTAIN CREEK,3,
Ziggy,D         ,POMERANTY ,Brown     ,F,BUDERIM,2,
Winston,D         ,SHIHTZU   ,Black     ,M,LITTLE MOUNTAIN,5,
Pepper,D         ,CAVOODLE  ,Ruby      ,F,LITTLE MOUNTAIN,2,
Apollo,Cat       ,DOMLH     ,Ginger    ,M,GOLDEN BEACH,12,
Ella,D         ,CHIHUAHUA ,Tan       ,F,GOLDEN BEACH,13,
Dr Harry,D         ,COLLBORDR ,BlackWhite,M,SHELLY BEACH,2,
Duke,D         ,DACHSHSHM ,BrownBrin ,M,GLASS HOUSE MOUNTAINS,2,
Ella,D         ,STAFFRDBT ,Blue      ,F,BUDDINA,7,
Buddy,D         ,DACHSHUND ,Brown     ,M,MOOLOOLABA,2,
Titan,D         ,COLLBORDR ,BlackWhite,M,COOLUM BEACH,8,
Polly,D         ,MALTESEX  ,Cream     ,F,MOUNT COOLUM,2,
Relic,D         ,GREATDANE ,Black     ,M,BUDERIM,6,
Donatello (Donnie),D         ,CAVOODLE  ,WhiteBrown,M,NIRIMBA,8,
Mac,D         ,CATTLEDOG ,BlackWhite,M,MOUNTAIN CREEK,5,
Luna,Cat       ,DOMSH     ,Black     ,F,SIPPY DOWNS,3,
Bonnie Bonster,D         ,SPANIELCK ,Black     ,F,BUDERIM,12,
Misty,D         ,MALTESE   ,White     ,F,BUDERIM,7,
Toby,Cat       ,DOMSH     ,Black     ,M,SIPPY DOWNS,4,
Benny,Cat       ,DOMSH     ,Black     ,M,CONONDALE,3,
Nala,D         ,KELPIEAUSX,Brown     ,F,MUDJIMBA,2,
Nomad,Cat       ,DOMSH     ,Tabby     ,M,MONTVILLE,4,
Meiko,D         ,DACHSHUND ,Red       ,F,FOREST GLEN,12,
Taz,D         ,GERMNSHEP ,BlackTan  ,F,PALMVIEW,2,
Bear,D         ,CORGIX    ,BeigeWhite,M,CURRIMUNDI,10,
Harvey,D         ,FOXTERRMN ,WhiteBlack,M,ROSEMOUNT,2,
Pippa,D         ,STAFFRDBTX,TanWhite  ,F,MOOLOOLABA,3,
Sadie,D         ,SPOODLE   ,Brown     ,F,NIRIMBA,3,
Lola,Cat       ,BURMESE   ,GreyWhite ,F,MUDJIMBA,2,
Emily,Cat       ,BRITSHCAT ,WhiteGrey ,F,NAMBOUR,3,
Charlee,D         ,JACKRUSSL ,White     ,F,MINYAMA,4,
Gus,D         ,BOXER     ,BlackWhite,M,PEREGIAN SPRINGS,15,
Blue,D         ,CATTLEDOG ,Blue      ,M,EUDLO,3,
Jasper,D         ,DACHSHUNDM,BlackTan  ,M,MALENY,8,
Rosie,D         ,LABRADOR  ,Yellow    ,F,YAROOMBA,12,
Pip,D         ,KELPIEAUSX,Black     ,F,MOUNTAIN CREEK,6,
Freckle,Cat       ,RAGDOLL   ,Tortoise  ,F,LITTLE MOUNTAIN,15,
Kitty,Cat       ,TABBY     ,TanWhite  ,F,SIPPY DOWNS,6,
Artemis,D         ,POMERANIA ,BlackTan  ,M,MARCOOLA,3,
Hunter,D         ,KELPIEAUS ,Brown     ,M,PALMWOODS,2,
Buddy,D         ,CHIHUAHUA ,Fawn      ,M,REESVILLE,4,
Diego,D         ,STAFFRDAM ,BlackBrinW,M,HIGHWORTH,6,
Sabre,D         ,STAFFRDBTX,TanWhite  ,M,HIGHWORTH,8,
Sarge,D         ,COLLBORDR ,BlackWhite,M,PALMVIEW,3,
Nitro,D         ,STAFFRDAMX,BlackBrind,M,CURRIMUNDI,6,
Daisy,D         ,CAVOODLE  ,White     ,F,BUDERIM,2,
Leo,Cat       ,DOMSH     ,GreyWhite ,M,BUDERIM,3,
Seraphina,Cat       ,DOMSH     ,Tabby     ,F,MARCOOLA,11,
Ozzy,D         ,MALTESEX  ,White     ,M,MOUNTAIN CREEK,6,
Fez Wall,D         ,COLLBORDRX,Apricot   ,M,YAROOMBA,2,
Harley,D         ,MAREMMSHP ,White     ,M,LANDSBOROUGH,3,
Beau,D         ,CAVOODLE  ,Red       ,M,PARREARRA,2,
Rani,Cat       ,BURMESE   ,Chocolate ,F,SIPPY DOWNS,7,
Cleo,Cat       ,DEVON REX ,Chocolate ,F,YAROOMBA,6,
Lace,D         ,WHITESWISS,White     ,F,NIRIMBA,12,
Coco,D         ,PAPILLON  ,TriColour ,M,PARREARRA,6,
Lily,D         ,COLLBORDRX,BlackWhite,F,DICKY BEACH,2,
Lola,D         ,BERNMTDOG ,BlackTanWh,F,MOUNTAIN CREEK,4,
Ahsoka,D         ,LABRADOR  ,Chocolate ,F,BARINGA,2,
Amaretto,Cat       ,RAGDOLL   ,Blue      ,M,PEREGIAN SPRINGS,2,
Marley,D         ,MALTESEX  ,BlackWhite,F,YANDINA,6,
Tilly,D         ,PUG       ,Black     ,F,PALMVIEW,3,
Harry,D         ,TERRIERCA ,TriColour ,M,MOUNTAIN CREEK,7,
Maxwell,D         ,CHIHUAHUA ,BlackTan  ,M,PELICAN WATERS,2,
Captain,D         ,COLLBORDRX,Grey      ,M,NORTH MALENY,11,
Shadow,D         ,MALAMUTEA ,GreyWhite ,M,AROONA,2,
Nessie,Cat       ,DOMSH     ,Tabby     ,F,BOKARINA,7,
Nova,D         ,STAFFRDAM ,Tan       ,F,WITTA,2,
Indi,D         ,STAFFRDBT ,Blue      ,F,MAROOCHYDORE,7,
Evie,D         ,MOODLE    ,TanWhite  ,F,PALMWOODS,3,
Lilah,Cat       ,DOMSH     ,Tabby     ,F,BIRTINYA,3,
Louie,D         ,CAVOODLE  ,Apricot   ,M,MOOLOOLAH VALLEY,2,
Sonny,D         ,HEELER    ,Red       ,M,COES CREEK,3,
Jake,D         ,CATTLEDOG ,Blue      ,M,PALMWOODS,2,
Tamika,Cat       ,DOMSH     ,Tabby     ,F,MAROOCHYDORE,2,
Willow,D         ,CATAHOULA ,RedMerle  ,F,BOKARINA,2,
Charlie,D         ,MALTESEX  ,TriColour ,M,MAROOCHYDORE,3,
Zodiac,D         ,STAFFRDBT ,Black     ,F,YANDINA CREEK,6,
Remy,D         ,LABRADOODL,Red       ,M,PALMVIEW,2,
Prince,D         ,MALTESEX  ,BlackWhite,M,BUDERIM,12,
Nut (Sissy),Cat       ,BENGAL    ,Brown     ,F,EUMUNDI,4,
Branwell,D         ,CHIHUAHUA ,Honey     ,M,BALMORAL RIDGE,4,
Midnight,D         ,LABRADOR  ,Black     ,M,BANYA,11,
Romeo,D         ,CATAHOULA ,Tan       ,M,BANYA,3,
Kovu,D         ,HUSKY     ,WhiteGrey ,M,BUDERIM,3,
Reece,Cat       ,SNOWSHOE  ,Chocolate ,M,CONONDALE,3,
Bruce,Cat       ,DOMSH     ,Black     ,M,EUDLO,2,
Barry,D         ,MALTESE   ,Black     ,M,YANDINA,2,
Honey,D         ,MASTIFFX  ,TanBlack  ,F,MOUNTAIN CREEK,2,
Gidget,D         ,POODLEX   ,Red       ,F,MONTVILLE,3,
Lu,D         ,SPANIELCV ,Black     ,F,PALMWOODS,6,
Andre,Cat       ,RAGDOLL   ,CreamBrown,M,BUDERIM,6,
Abby,D         ,CHIHUAHUA ,Brown     ,F,BARINGA,12,
Rosie,D         ,SPANIELCV ,TriColour ,F,PEREGIAN SPRINGS,2,
Orla,D         ,DACHSHUND ,TanBlack  ,F,PALMVIEW,3,
Buddha,D         ,LABRADORX ,Yellow    ,M,BUDERIM,8,
Aurora,Cat       ,DOMSH     ,Tortoise  ,F,GLASS HOUSE MOUNTAINS,4,
Remy,D         ,SHIHTZU   ,Brown     ,F,NINDERRY,2,
Romeow,Cat       ,BURMESE   ,Chocolate ,M,BUDERIM,2,
Hugo,D         ,WEIMARANR ,Grey      ,M,YAROOMBA,3,
Dash,D         ,KELPIEAUSX,WhiteTan  ,M,MAROOCHYDORE,5,
Bella,D         ,POODLETOY ,Black     ,F,CALOUNDRA WEST,2,
Zoe,D         ,POODLE    ,Black     ,F,BIRTINYA,3,
Betsie,D         ,PORTWATER ,BlackGrey ,F,MAROOCHYDORE,8,
Jess,D         ,AUST. SHEP,BlackGrey ,F,CALOUNDRA,14,
Poppy,D         ,POODLESTD ,White     ,F,MAROOCHYDORE,4,
Riley,D         ,MALTESE   ,White     ,M,SIPPY DOWNS,13,
Chai,Cat       ,BURMESE   ,Brown     ,F,PALMWOODS,2,
Remy,D         ,STAFFRDAMX,Tan       ,F,BUDDINA,10,
Knarla,D         ,BULLARABX ,WhiteTan  ,F,CALOUNDRA WEST,5,
Sky,D         ,HUSKY     ,White     ,F,LITTLE MOUNTAIN,2,
Princess Charlotte,D         ,SPANIELCV ,Blenheim  ,F,EUDLO,2,
Cooper,D         ,LABRADOR  ,Black     ,M,PALMVIEW,2,
Zoe,D         ,STAFFRDBT ,Blue      ,F,NAMBOUR,6,
Teddy,Cat       ,DOMSH     ,Black     ,M,LITTLE MOUNTAIN,4,
Pluto,D         ,MALTESEX  ,White     ,M,WOOMBYE,3,
Alfie,D         ,RETRIEVGDX,Cream     ,M,TWIN WATERS,2,
Mochi,Cat       ,DOMMH     ,GreyWhite ,F,BUDDINA,3,
Charlie,D         ,FOXTERRMNX,TriColour ,M,BUDERIM,12,
Zoe,D         ,FOXTERRMNX,Tan       ,F,BUDERIM,2,
Aussie,D         ,BULLARAB  ,WhiteBrind,M,NAMBOUR,3,
Harper,D         ,COLLBORDRX,Black     ,F,DOONAN,3,
Alaska Butler,Cat       ,RAGDOLL   ,WhiteFawn ,F,BEERWAH,7,
Lillie,D         ,SHIHTZUX  ,BeigeWhite,F,MOUNT COOLUM,4,
Stella,D         ,BULLDOGBR ,WhiteRed  ,F,MONS,7,
Remy,Cat       ,DOMSH     ,Black     ,M,BUDERIM,3,
Gus,D         ,MALTESEX  ,White     ,M,GLENVIEW,10,
Mei Ling,D         ,PUG       ,Fawn      ,F,LITTLE MOUNTAIN,7,
Blue,D         ,CATTLEDOG ,Red       ,M,ILKLEY,3,
Butters,D         ,BULLDOGFR ,Cream     ,M,SIPPY DOWNS,3,
Milly,D         ,LABRADOODL,Black     ,F,PELICAN WATERS,6,
Charlie,D         ,POODLE    ,Beige     ,M,BUDERIM,11,
Max,D         ,CAVOODLE  ,Champagne ,M,MALENY,3,
Ray,D         ,STAFFRDBT ,Fawn      ,M,PALMVIEW,13,
Muffin,D         ,POODLETOYX,Apricot   ,F,BEERWAH,10,
Frankie,D         ,JACKRUSSL ,TanWhite  ,M,BELLI PARK,2,
Forest,D         ,COLLBORDR ,TriColour ,F,BUDDINA,2,
Nala,D         ,CAVOODLE  ,Red       ,F,MOUNTAIN CREEK,2,
Coco,D         ,COLLBORDRX,TanWhite  ,F,NIRIMBA,11,
Mudgee,D         ,TERRIER   ,BlackWhite,M,PALMVIEW,5,
Eddie,D         ,KELPIEAUS ,RedTan    ,M,MOOLOOLABA,2,
Fergie,D         ,BULLARABX ,Tan       ,F,MUDJIMBA,3,
Lilly,D         ,POODLEMINX,Apricot   ,F,MUDJIMBA,2,
Molly,D         ,HUSKY     ,Black     ,F,MOUNTAIN CREEK,2,
Skye,D         ,HUSKY     ,Brown     ,F,MOUNTAIN CREEK,2,
storm,Cat       ,DOMSH     ,BlackWhite,F,DOONAN,5,
Nala,D         ,STAFFRDBT ,BlackBlue ,F,LITTLE MOUNTAIN,2,
Tessa,D         ,LOWCHEN   ,Cream     ,F,MERIDAN PLAINS,7,
Klaus,D         ,DACHSHUNDM,Tan       ,M,MAROOCHYDORE,4,
Luna,D         ,MIXED     ,WhiteBrind,F,CURRIMUNDI,2,
Roxxy Ratnik,D         ,BULLARABX ,White     ,F,PELICAN WATERS,3,
Koda,D         ,COLLBORDR ,BlackWhite,F,MOOLOOLABA,2,
Betty,D         ,CAVOODLE  ,Grey      ,F,MOUNTAIN CREEK,4,
Abigail,D         ,MALTESEX  ,WhiteBrown,F,FOREST GLEN,16,
Ratu,D         ,STAFFRDBT ,Blue      ,M,BLI BLI,2,
Remi,D         ,POMERANIAX,Caramel   ,M,MINYAMA,2,
Dixie,D         ,TERRIERTNX,TriColour ,F,YANDINA,3,
MJ,D         ,SPANIELCK ,Gold      ,M,MOUNTAIN CREEK,7,
Trixie,D         ,SPANIELSP ,LiverWhite,F,PEACHESTER,2,
Bonnie,D         ,POODLE    ,Apricot   ,M,MOUNT COOLUM,3,
Zara,D         ,GERMNSHEP ,Black     ,F,MAROOCHYDORE,3,
Dottie,Cat       ,DOMSH     ,Tabby     ,F,GLENVIEW,2,
Tigger,Cat       ,DOMSH     ,Ginger    ,M,PALMWOODS,2,
Zena,D         ,LABRADORX ,Black     ,F,DOONAN,3,
Basil,D         ,CAVOODLE  ,Ruby      ,M,PEREGIAN BEACH,6,
Dusty,D         ,STAFFRDAM ,Tan       ,M,WURTULLA,2,
Edison,Cat       ,DOMMH     ,Tabby     ,M,EUDLO,2,
Buddy,D         ,TERRIERX  ,BlackGreyB,M,LITTLE MOUNTAIN,16,
Floki,D         ,AUST. SHEP,BlueMerle ,M,YAROOMBA,7,
Brandy,D         ,SHIHTZUX  ,Cream     ,F,BLI BLI,4,
Daisy,D         ,LABRADOR  ,Brown     ,F,FOREST GLEN,3,
Lux,D         ,STAFFRDBT ,TanBlack  ,M,YANDINA CREEK,2,
Luis,Cat       ,RAGDOLL   ,BlackWhite,M,BLI BLI,4,
Milo,D         ,JACKRUSSL ,BeigeWhite,M,PELICAN WATERS,2,
Pepper,D         ,STAFFRDBT ,Blue      ,M,DOONAN,2,
Rosie,D         ,KELPIEAUS ,GoldBlack ,F,CALOUNDRA WEST,2,
Mr Bigglesworth,Cat       ,DEVON REX ,SealPoint ,M,BUDDINA,2,
Sox,Cat       ,DOMSH     ,Tabby     ,M,NIRIMBA,2,
Lexi,D         ,FOXTERRMN ,TanWhite  ,F,CALOUNDRA WEST,3,
