name,animaltype,breed,colour,sex,suburb,AgeYears,blank
Miso,Cat       ,BIRMAN    ,White     ,M,EUMUNDI,9,
Peanut,D         ,DACHSHUNDM,Tan       ,F,GOLDEN BEACH,7,
CHICO,Cat       ,DOMLH     ,Chocolate ,M,MAROOCHYDORE,7,
Teddie,D         ,RETRIEVGD ,GoldWhite ,M,MOFFAT BEACH,3,
Mika,D         ,SHIBA INU ,Red       ,F,NIRIMBA,3,
Stella,D         ,MASTIFF   ,Brindle   ,F,MOOLOOLABA,11,
Luke,D         ,CATTLEDOG ,BlackBlue ,M,NAMBOUR,3,
Matrix,Cat       ,DOMSH     ,Tabby     ,M,DIDDILLIBAH,5,
Jet,D         ,MIXED     ,Black     ,M,BURNSIDE,11,
Pudd,Cat       ,DOMSH     ,Black     ,M,PARREARRA,7,
Henry,Cat       ,DOMSH     ,Tabby     ,M,BUDERIM,5,
Yogi,Cat       ,DOMSH     ,Black     ,M,PEREGIAN SPRINGS,5,
Uki,D         ,MALTESE   ,BlackWhite,M,AROONA,2,
Pip,D         ,WHIPPET   ,Fawn      ,F,PELICAN WATERS,7,
Ava,D         ,STAFFRDBT ,Tan       ,F,MAROOCHYDORE,4,
Shadow,D         ,LABRADOR  ,Black     ,F,NAMBOUR,3,
Sheba,D         ,BELGNSHEPX,Tan       ,F,MOOLOOLAH VALLEY,5,
Lotti,D         ,SCHNAUZMN ,Black     ,F,ALEXANDRA HEADLAND,11,
Beau,D         ,CATTLEDOG ,BlackBlue ,M,BUDDINA,5,
Ashah,Cat       ,DOMSH     ,BlackGrey ,F,MAROOCHYDORE,5,
Bean,D         ,SPANIELSP ,BrownWhite,F,EUMUNDI,3,
Molly,D         ,LABRADOR  ,Black     ,F,CALOUNDRA WEST,3,
Chica,D         ,CAVOODLE  ,Black     ,F,MINYAMA,4,
Kija,D         ,CATTLEDOG ,Red       ,M,BATTERY HILL,3,
Franco,D         ,SCHNAUZMN ,BlackGrey ,M,BUDERIM,3,
Peanut,D         ,BEAGLE    ,BlackBroWh,F,PEACHESTER,3,
Pepper Zara Housego,D         ,DACHSHUNDM,BlackTan  ,F,,11,
Sophia,Cat       ,DOMMH     ,BlackWhite,F,MOUNTAIN CREEK,12,
Ollie,D         ,CATTLEDOG ,BlackBlue ,M,LITTLE MOUNTAIN,5,
Reginald,D         ,TERRIERLAK,Wheaten   ,M,MALENY,4,
Bobby,D         ,JACKRUSSL ,WhiteBrown,M,DIDDILLIBAH,3,
WINTER,Cat       ,DOMSH     ,BlackBroWh,F,BLI BLI,7,
Teddy,D         ,SPOODLE   ,Gold      ,F,MAROOCHYDORE,3,
Murphy,D         ,RETRIEVGD ,Gold      ,M,LITTLE MOUNTAIN,4,
Kodah,D         ,STAFFRDAMX,TanBlack  ,F,CURRIMUNDI,3,
Bundy,D         ,KELPIEAUS ,Tan       ,F,BATTERY HILL,3,
Deja,D         ,STAFFRDBT ,FawnWhite ,F,CURRIMUNDI,3,
Ellie,D         ,WHITESWISS,White     ,F,BARINGA,4,
Buddy,D         ,STAFFRDAM ,Tan       ,M,BUDERIM,5,
Ziggy,D         ,COLLBORDR ,BrownWhite,M,WARANA,4,
Digger,D         ,MALTESEX  ,White     ,M,DIDDILLIBAH,2,
Donald,Cat       ,RAGDOLL   ,Ginger    ,M,BARINGA,8,
Beacher,D         ,GERMNSHEP ,TanBlack  ,F,CURRIMUNDI,9,
Inky,D         ,STAFFRDBT ,BlackWhite,F,BARINGA,13,
Kya,D         ,CAVOODLE  ,Black     ,F,MERIDAN PLAINS,5,
Kinja,Cat       ,TURKANGORA,White     ,F,BARINGA,6,
Trixie,D         ,FOXTERRIE ,TriColour ,F,,4,
Elizabeth,D         ,MASTIFF   ,Brindle   ,F,PELICAN WATERS,3,
Peaches,Cat       ,DOMSH     ,Ginger    ,F,BLI BLI,9,
Harley,D         ,CATTLEDOGX,White     ,F,MOFFAT BEACH,4,
Coco,D         ,DACHSHUND ,Chocolate ,F,GOLDEN BEACH,13,
Benji,D         ,WOLFHOUNDX,TanWhite  ,M,DICKY BEACH,7,
Coco,D         ,STAFFRDBT ,Tan       ,F,BUDERIM,4,
Franky,D         ,LABRADOODL,Ginger    ,M,LANDSBOROUGH,3,
Leopold,Cat       ,DOMSH     ,GreyWhite ,M,PACIFIC PARADISE,3,
Buddy,D         ,KELPIEAUSX,Black     ,M,MAPLETON,11,
Papi,D         ,MALTESEX  ,White     ,M,MONTVILLE,11,
Sunny,D         ,LABRADORX ,Tan       ,M,SIPPY DOWNS,3,
Millie,Cat       ,BIRMAN    ,White     ,F,MAROOCHYDORE,12,
Annie,D         ,COLLBORDR ,BlackWhite,F,CURRIMUNDI,3,
Ziggy,D         ,LABRADOODL,BrownWhite,M,MOOLOOLABA,3,
Otis,D         ,TERRIERWT ,White     ,M,BUDERIM,3,
Duke,Cat       ,BURMESE   ,Chocolate ,M,GLASS HOUSE MOUNTAINS,3,
Frankie,D         ,MOODLE    ,Apricot   ,F,BUDDINA,3,
Nicky,D         ,SPANIELSP ,BlackWhite,M,BUDERIM,7,
Simba,Cat       ,MAINE COON,GreyWhite ,M,PELICAN WATERS,14,
Coco,D         ,KELPIEAUS ,BlackTan  ,F,MUDJIMBA,4,
Harlow,D         ,STAFFRDBT ,Blue      ,F,ROSEMOUNT,3,
Stella Leacy,D         ,SPOODLE   ,Gold      ,F,CURRIMUNDI,4,
Ollie,D         ,MALTESEX  ,White     ,M,BEERWAH,9,
Jupiter Olierook,D         ,ROTTWEILR ,BlackTan  ,F,BLI BLI,6,
Stella,D         ,HUSKY     ,BlackWhite,F,BLI BLI,11,
Trudy,D         ,SCHNAUZMN ,Black     ,F,ALEXANDRA HEADLAND,11,
Darryl,Cat       ,DOMSH     ,Grey      ,M,GLASS HOUSE MOUNTAINS,8,
Max,D         ,COLLBORDR ,BlackWhite,F,BURNSIDE,7,
Tia,D         ,STAFFRDBT ,Tan       ,F,TWIN WATERS,8,
Arnold,D         ,BULLARABX ,Brindle   ,M,LITTLE MOUNTAIN,5,
Rhett,D         ,SPANIELCV ,TriColour ,M,COOLUM BEACH,7,
Arlo,D         ,COLLBORDR ,Wheaten   ,M,YANDINA,4,
Rosa,D         ,BOXER     ,Red       ,F,BUDERIM,4,
Merlin,Cat       ,DOMSH     ,BlackWhite,M,NIRIMBA,5,
Raven,Cat       ,DOMSH     ,Tortoise  ,F,PALMVIEW,3,
Jasper,D         ,COLLBORDR ,BlackWhite,M,MONTVILLE,6,
Lily,Cat       ,DOMSH     ,TriColour ,F,NAMBOUR,5,
Oskar,D         ,SHIHTZUX  ,White     ,M,MOUNT COOLUM,3,
Molly,D         ,MALTESEX  ,CreamBrown,F,MINYAMA,13,
Ruby,D         ,CAVOODLE  ,WhiteTan  ,F,MUDJIMBA,5,
Pasticcio,Cat       ,DOMSH     ,White     ,M,BARINGA,12,
Sparky,D         ,CATDOGSTP ,BlackBlue ,M,PEREGIAN SPRINGS,3,
Ted,D         ,GROODLE   ,Gold      ,M,PARREARRA,3,
Cooper,D         ,FOXTERRIEX,White     ,M,GOLDEN BEACH,11,
Admiral,D         ,SCHNAUZMN ,BlackGrey ,F,KINGS BEACH,5,
Roxy,D         ,RETRIEVGD ,Black     ,F,BUDDINA,3,
PICKLES,D         ,BOXER     ,TanWhite  ,M,WARANA,3,
Banjo,D         ,FOXTERRIEX,BlackWhite,M,REESVILLE,11,
Polly,D         ,TERRIERAUX,BeigeWhite,F,COOLUM BEACH,10,
Ellie,D         ,SPANIELCV ,Blenheim  ,F,NIRIMBA,4,
Lola,D         ,SAINTBERN ,BeigeWhite,F,MARCOOLA,8,
Ziggy,D         ,POODLE    ,Black     ,M,BUDERIM,4,
Rudy,D         ,COLLBORDRX,BlueMerle ,M,MAROOCHYDORE,5,
Chewbacca,D         ,TERRIERAU ,BlackTan  ,M,MOUNT COOLUM,7,
Bonnie,D         ,RETRIEVGD ,GoldWhite ,F,CALOUNDRA WEST,3,
Gigi,Cat       ,DOMSH     ,GreyWhite ,M,BARINGA,15,
Milly,D         ,FOXTERRIEX,BlackWhite,F,PEREGIAN SPRINGS,7,
Murray,D         ,GREYHOUND ,Fawn      ,M,MOUNTAIN CREEK,6,
Flynn,Cat       ,DOMSH     ,BlackWhite,M,LANDSBOROUGH,3,
Bullseye,D         ,CATTLEDOG ,Red       ,M,CURRIMUNDI,3,
Scruffy,D         ,JACKRUSSLX,Black     ,M,PEREGIAN SPRINGS,6,
Alby,D         ,COLLBORDR ,BlackWhite,M,NIRIMBA,4,
Sia,D         ,LABRADOR  ,Yellow    ,F,MALENY,10,
Beau,D         ,SHARPEI   ,Apricot   ,M,PEREGIAN SPRINGS,7,
Bailey,D         ,SPANIELTB ,WhiteTan  ,M,BLI BLI,4,
Phillip,Cat       ,CAT       ,Grey      ,M,MAROOCHYDORE,5,
Ellie,D         ,MALTESEX  ,BlackWhite,F,BIRTINYA,14,
Mishka,Cat       ,ORIENTALSH,White     ,F,BUDERIM,16,
Maple,D         ,COLLBORDR ,RedWhite  ,F,PALMWOODS,4,
Ruby,D         ,POINTRGSH ,WhiteBrown,F,PALMWOODS,3,
Koa,D         ,BULLDOGFR ,Chocolate ,M,NAMBOUR,3,
Poppy,D         ,POODLE    ,Chocolate ,F,MAROOCHYDORE,12,
Billie,Cat       ,RAGDOLL   ,SealPoint ,F,MOUNTAIN CREEK,3,
Jessie,D         ,JACKRUSSLX,TanWhite  ,F,BLI BLI,8,
Grace,D         ,POODLETOY ,Red       ,F,MOOLOOLABA,14,
Lola,D         ,DACHSHUNDM,BlackTan  ,F,BLI BLI,5,
Quincy,D         ,MOODLE    ,White     ,M,KINGS BEACH,3,
Noah,D         ,COLLBORDR ,Apricot   ,F,BUDDINA,5,
Dozer,D         ,DOGUEBOR  ,Fawn      ,M,NIRIMBA,3,
Max,D         ,TERRIERSIX,TriColour ,M,MAROOCHYDORE,16,
Memphis,D         ,COLLBORDR ,RedWhite  ,M,PELICAN WATERS,3,
Porsha,D         ,POINTRGSH ,LiverWhite,F,MERIDAN PLAINS,3,
Bear,D         ,RETRIEVGD ,Gold      ,M,WURTULLA,11,
Alli,D         ,POODLEX   ,Black     ,F,GOLDEN BEACH,3,
CC,Cat       ,DOMSH     ,Silver    ,F,MERIDAN PLAINS,3,
Cooper,D         ,STAGHOUNDX,Brown     ,M,NAMBOUR,6,
Rusty,D         ,MALTESEX  ,WhiteApric,M,BUDERIM,8,
Bella,D         ,LABRADOR  ,Gold      ,F,BLI BLI,8,
Bella,D         ,LABRADOR  ,Black     ,F,MOOLOOLABA,4,
Samson,D         ,DACHSHUND ,Red       ,M,NAMBOUR,3,
Arlo,D         ,COLLBORDR ,BlackWhite,M,BUDERIM,3,
Rusty,D         ,KELPIEAUS ,Red       ,F,NAMBOUR,3,
Narla,D         ,KELPIEAUS ,BlackTanWh,F,FLAXTON,12,
Lulu,D         ,COLLBORDR ,BlackWhite,F,GOLDEN BEACH,3,
Koa,D         ,BULLMASTFX,RedBlack  ,F,BUDERIM,3,
George,D         ,POODLETOY ,Red       ,M,SIPPY DOWNS,3,
Charlie,Cat       ,RAGDOLL   ,BlueWhite ,M,BATTERY HILL,3,
Bebe,D         ,BOXER     ,Red       ,F,LANDSBOROUGH,3,
Merlin,Cat       ,DOMSH     ,Black     ,M,WARANA,3,
Bowie,Cat       ,DOMSH     ,WhiteGing ,M,BURNSIDE,3,
Nala,D         ,BULLMASTFX,BlackBrinW,F,GLASS HOUSE MOUNTAINS,6,
Max,D         ,JACKRUSSLX,BrownWhite,M,BUDERIM,3,
Darcy,Cat       ,DOMSH     ,Tabby     ,M,ROSEMOUNT,7,
Jax,D         ,DACHSHUNDM,RedTan    ,M,YANDINA CREEK,3,
Boof,D         ,CATTLEDOG ,BlueBlackT,M,NAMBOUR,3,
Banjo,D         ,CATTLEDOG ,Blue      ,M,MOOLOOLAH VALLEY,4,
Sadie,D         ,BEAGLE    ,TriColour ,F,GLASS HOUSE MOUNTAINS,8,
Indi,D         ,STAFFRDAM ,BlackBrind,F,NIRIMBA,7,
Charlie,D         ,LHASAAPSOX,Brown     ,M,NAMBOUR,20,
Halle,Cat       ,CAT       ,Grey      ,F,MARCOOLA,3,
Ranger,D         ,COLLBORDR ,Wheaten   ,M,AROONA,12,
Bailey,D         ,BULLTERRX ,Beige     ,M,PEREGIAN SPRINGS,3,
Taddy Mason,D         ,POINTRGSH ,BlackGreyW,M,BUDERIM,4,
Donny,D         ,DACHSHUND ,Black     ,M,LITTLE MOUNTAIN,4,
Magoo,Cat       ,DOMSH     ,Tabby     ,M,GOLDEN BEACH,11,
Benny,Cat       ,DOMSH     ,Tabby     ,M,YANDINA CREEK,4,
Narla,D         ,GERMNSHEP ,BlackBrown,F,MAROOCHY RIVER,7,
Luna,Cat       ,DOMSH     ,Tortoise  ,F,PALMWOODS,3,
Minx,Cat       ,BENGAL    ,GreyBlack ,F,MOOLOOLABA,7,
Bonnie,D         ,COLLIE    ,SableWhite,F,PARREARRA,8,
Ace,D         ,STAFFRDAMX,Black     ,M,COOLUM BEACH,3,
Santa,D         ,CAVADOR   ,Black     ,F,MOOLOOLAH VALLEY,14,
Bailey,D         ,COLLBORDRX,BlackWhite,M,WURTULLA,3,
Charlie,D         ,POODLE    ,Chocolate ,M,BEERWAH,11,
Savvy,D         ,DACHSHSHM ,BlackTan  ,F,MAROOCHYDORE,3,
Little Bear,D         ,POMERANIA ,Rusty     ,M,PALMVIEW,16,
Nissa,D         ,COLLBORDR ,BlackTanWh,F,DIDDILLIBAH,3,
Sally,D         ,BOXER     ,TanWhite  ,F,PELICAN WATERS,3,
Nova,D         ,KELPIEAUSX,BlackWhite,F,FLAXTON,5,
Duke,D         ,GERMNSHEP ,Black     ,M,BEERBURRUM,3,
Scruffy,D         ,TERRIERX  ,BlackGrey ,M,MAROOCHYDORE,16,
Chicko,D         ,STAFFRDAM ,BrindlWhit,M,MOOLOOLABA,13,
Boudica,D         ,RETRIEVGD ,Gold      ,F,VALDORA,4,
Maverick,D         ,RETRIEVND ,Red       ,M,BUDERIM,3,
MEGHA,D         ,GERMNSHEP ,Sable     ,M,BUDERIM,3,
Lohnny,D         ,COLLBORDR ,BlackWhite,M,GLASS HOUSE MOUNTAINS,5,
Gigi,D         ,LABRADOR  ,Gold      ,F,BUDDINA,3,
Jasper,D         ,DACHSHUNDM,Tan       ,M,MAROOCHYDORE,2,
Rafiki,D         ,LABRADOR  ,Yellow    ,M,PEREGIAN SPRINGS,3,
Khloe,D         ,SPANIEL   ,Apricot   ,F,BLI BLI,4,
Ace,D         ,LABRADOR  ,Black     ,M,MAROOCHY RIVER,3,
lola,D         ,CAVOODLE  ,Black     ,F,WOOMBYE,3,
Pugsley,D         ,PUG       ,Black     ,M,MUDJIMBA,3,
Ollie,Cat       ,RAGDOLL   ,SealPoint ,M,GLENVIEW,7,
Ace McKenzie,D         ,COLLIE    ,TriColour ,M,LITTLE MOUNTAIN,3,
Oscar(Dick Tracey),D         ,STAFFRDBTX,Brindle   ,M,MAROOCHYDORE,14,
Iggy,D         ,DACHSHUND ,Red       ,M,CURRIMUNDI,3,
Winfred Krieger,D         ,DACHSHUNDM,Chocolate ,M,PELICAN WATERS,3,
Aurora,D         ,LABRADOR  ,Gold      ,F,PALMVIEW,8,
Roni,D         ,BULLDOGBR ,White     ,F,WARANA,6,
Frankie,D         ,PUG       ,FawnBlack ,F,PEACHESTER,5,
Ally,D         ,CAVOODLE  ,Ruby      ,F,MAROOCHYDORE,4,
Oakley,D         ,RETRIEVGD ,Gold      ,M,MOUNT COOLUM,5,
Cujo,D         ,POMERANIA ,White     ,M,NAMBOUR,19,
Milo,D         ,GREATDANE ,Merle     ,M,MAROOCHY RIVER,4,
Geoffrey,D         ,PUG       ,BlackFawn ,M,BUDDINA,9,
Augie,D         ,JACKRUSSL ,BrownWhite,M,BUDERIM,3,
Apollo,D         ,AUST. SHEP,BlueMerle ,M,MOOLOOLABA,3,
Jed,D         ,GREYHOUND ,Black     ,M,DOONAN,8,
Phoebe,Cat       ,DOMSH     ,Tabby     ,F,BLI BLI,3,
Arlo,D         ,SPANIELCV ,Ruby      ,M,PELICAN WATERS,7,
Bonnie,D         ,LABRADOODL,Brown     ,F,CURRIMUNDI,3,
Axl,D         ,ROTTWEILR ,BlackTan  ,M,FLAXTON,3,
Maya,D         ,STAFFRDAMX,White     ,F,TWIN WATERS,6,
Rusty,D         ,CATTLEDOGX,Red       ,M,MOOLOOLAH VALLEY,7,
Reggie,D         ,KELPIEAUS ,Red       ,M,EUDLO,9,
Sunny,D         ,RETRIEVGD ,Yellow    ,F,YANDINA CREEK,3,
Willow,D         ,LHASAAPSO ,WhiteCream,F,BUDERIM,3,
Sweetpea,Cat       ,DOMLH     ,Tortoise  ,F,CALOUNDRA WEST,3,
Lilly,D         ,FOXTERRMNX,WhiteTan  ,F,MOUNT COOLUM,3,
Nola,D         ,TERRIERBR ,BlackTan  ,F,YAROOMBA,3,
Coco,D         ,COLLBORDR ,BlackWhite,F,BUDDINA,3,
Lucy,D         ,LABRADOR  ,Gold      ,F,DOONAN,5,
Sheba,D         ,HUSKYX    ,Black     ,F,MERIDAN PLAINS,8,
Milo,D         ,DACHSHUND ,Red       ,M,MARCOOLA,7,
Ace Ventura,D         ,TERRIERTN ,White     ,M,CURRIMUNDI,3,
Queenie,D         ,TERRIERAI ,BlackTan  ,F,BLI BLI,3,
Sophie,D         ,COLLBORDR ,Chocolate ,F,PALMVIEW,3,
Gypsy,D         ,AUST. SHEP,BlackBroWh,F,PARREARRA,8,
Magnolia (Mango),Cat       ,DOMSH     ,GreyWhite ,F,WURTULLA,3,
Jesse,D         ,DACHSHUNDM,Sable     ,F,BUDDINA,3,
Gryphon,D         ,MALTESEX  ,White     ,M,CURRIMUNDI,9,
Dottie,D         ,COLLBORDR ,Lilac     ,F,MAROOCHY RIVER,3,
Carlo,D         ,STAFFRDAM ,TanWhite  ,M,DOONAN,8,
Rafa,D         ,BOXER     ,TanWhite  ,M,MOUNTAIN CREEK,11,
Ralphio,D         ,POODLE    ,Black     ,M,SIPPY DOWNS,10,
Lacey,Cat       ,RAGDOLL   ,SealPoint ,F,COOLUM BEACH,3,
WINSTON,D         ,SPANIELCV ,Blenheim  ,M,BUDERIM,12,
Scully,D         ,WOLFHOUND ,Brindle   ,F,PALMVIEW,3,
Neko,Cat       ,DOMSH     ,BlackWhite,M,BUDERIM,3,
Elliot,Cat       ,DOMLH     ,BlackWhite,M,NAMBOUR,3,
Dexter,D         ,STAFFRDAMX,TanWhite  ,M,MONS,12,
Wally,D         ,COLLBORDR ,BlackWhite,M,GLASS HOUSE MOUNTAINS,14,
Teddy,D         ,KELPIEAUS ,BlackTan  ,F,NAMBOUR,11,
Pickles,Cat       ,TABBY     ,Ginger    ,F,BUDERIM,16,
Boo,Cat       ,SNOWSHOE  ,SealPoint ,F,PACIFIC PARADISE,9,
Sabie,D         ,RIDGEBACK ,Tan       ,F,HIGHWORTH,4,
Juno,Cat       ,DOMSH     ,Tabby     ,F,MONTVILLE,3,
Smokey,D         ,GREYHOUND ,Fawn      ,M,MOOLOOLAH VALLEY,5,
Coco,D         ,CAVOODLE  ,Apricot   ,F,LITTLE MOUNTAIN,3,
Jackson,D         ,MALTESEX  ,Black     ,M,NINDERRY,9,
Delphi,D         ,POODLEMIN ,Apricot   ,F,NIRIMBA,4,
Keith,D         ,STAFFRDBTX,Black     ,M,BUDERIM,3,
Winnie,D         ,BEAGLEX   ,BlackBroWh,F,WURTULLA,3,
Leo,D         ,RETRIEVGD ,Yellow    ,M,CALOUNDRA,9,
Ted,D         ,MALTESEX  ,WhiteBrown,M,MAPLETON,4,
Loui,D         ,LABRADOR  ,Black     ,M,WURTULLA,3,
Charlie,D         ,SPOODLE   ,Chocolate ,M,PALMVIEW,3,
Ace,D         ,BULLDOGFR ,BlueWhite ,M,WITTA,3,
Finn,D         ,DACHSHUNDM,Tan       ,M,MOUNTAIN CREEK,8,
Hurley,D         ,CAVOODLE  ,Tan       ,M,MOFFAT BEACH,3,
Hercules,D         ,SPOODLE   ,BeigeWhite,M,PELICAN WATERS,12,
Maverick,D         ,DACHSHUNDM,BrownTan  ,M,BLI BLI,3,
Freya,D         ,SPANIELCK ,GoldWhite ,F,BUDERIM,2,
Charlie,D         ,MIXED     ,Champagne ,F,CALOUNDRA WEST,13,
Selly,D         ,POODLETOY ,White     ,F,BELLI PARK,3,
Gracie,D         ,LABRADOODL,Black     ,F,COOLUM BEACH,2,
Henry,D         ,GROODLE   ,Gold      ,M,SHELLY BEACH,4,
Fleur,D         ,COLLBORDR ,BlackWhite,F,MONTVILLE,3,
Rosie,D         ,KELPIEAUS ,Red       ,F,NIRIMBA,8,
Oaklee-Mae,D         ,CAVOODLE  ,BlackWhite,F,DIAMOND VALLEY,3,
Chico,D         ,KELPIEAUS ,Black     ,M,BUDDINA,8,
Checkers,Cat       ,DOMSH     ,BlackWhite,M,WITTA,5,
Lilly-Rose,D         ,GERMNSHEP ,BrownTan  ,F,GOLDEN BEACH,6,
Rosie,D         ,MALTESEX  ,BeigeWhite,F,BUDDINA,8,
Beamer,D         ,STAFFRDAM ,Grey      ,M,MAROOCHYDORE,8,
Buddy,D         ,KELPIEAUSX,Black     ,M,TANAWHA,3,
Tequila,D         ,MALTESEX  ,WhiteBlakT,F,DOONAN,3,
Goode Charlotte,D         ,WHIPPET   ,WhiteBlack,F,COOLUM BEACH,3,
Hervey,D         ,BULLDOGAUS,TanWhite  ,M,BLI BLI,3,
Sunny,D         ,STAFFRDBTX,Cream     ,F,BUDDINA,4,
Domi,D         ,BULLMASTF ,Red       ,F,DOONAN,5,
Abby,Cat       ,DOMSH     ,BlackWhite,F,KINGS BEACH,11,
Snowflake,Cat       ,DOMMH     ,White     ,F,SIPPY DOWNS,3,
Ralf,D         ,SCHNAUZMN ,SaltPepper,M,PELICAN WATERS,3,
Snowball,Cat       ,DOMMH     ,WhiteGrey ,M,PALMVIEW,3,
Louie,D         ,STAFFRDBT ,Tan       ,M,PEREGIAN SPRINGS,3,
Ava,Cat       ,DOMSH     ,Tabby     ,F,KULUIN,11,
Casper,Cat       ,DOMSH     ,Ginger    ,M,PEREGIAN SPRINGS,6,
Bill,Cat       ,BURMESE   ,Lilac     ,M,COES CREEK,4,
Teddy,D         ,COLLBORDR ,Chocolate ,M,BURNSIDE,3,
Willow,D         ,STAFFRDBT ,Red       ,F,ALEXANDRA HEADLAND,3,
Domino,Cat       ,SEMI LONG ,BlackWhite,M,LITTLE MOUNTAIN,10,
Juniper,D         ,SPANIELKCX,TriColour ,F,BARINGA,3,
Sandy,D         ,BULLDOGAMX,White     ,F,CURRIMUNDI,7,
Oakley,D         ,LABRADOODL,Chocolate ,M,BEERWAH,3,
Poppy,D         ,COLLBORDR ,Black     ,F,BUDERIM,8,
Dutchie,D         ,CATTLEDOG ,Blue      ,M,LANDSBOROUGH,3,
Wallace,D         ,DACHSHUNDM,Black     ,M,BUDDINA,8,
Jucy,D         ,KELPIEAUS ,Black     ,F,WURTULLA,3,
Ted,D         ,TERRIERTB ,Apricot   ,M,MALENY,6,
Lizzie,D         ,TERRIERTB ,TanWhite  ,F,MALENY,2,
Barbie,Cat       ,DOMMH     ,WhiteBlack,F,SIPPY DOWNS,3,
Storm,D         ,LABRADOR  ,Black     ,M,MINYAMA,12,
Frankie,D         ,LABRADOR  ,Gold      ,F,MOUNT MELLUM,3,
Bambi,D         ,FOXTERRMN ,BlackWhite,F,MOFFAT BEACH,3,
Thor,Cat       ,BRITSHCAT ,SilverTan ,M,MOUNTAIN CREEK,5,
Sydney,Cat       ,DOMMH     ,BlackWhite,M,EUDLO,3,
Ellie,D         ,JACKRUSSL ,TanWhite  ,F,TWIN WATERS,3,
Lexi,D         ,MALTESEX  ,White     ,F,SIPPY DOWNS,5,
Gizmo,Cat       ,DOMSH     ,Ginger    ,M,LITTLE MOUNTAIN,8,
Sabine,D         ,GERMNSHEP ,BlackTan  ,F,KUREELPA,4,
Mollie,D         ,SPOODLE   ,Black     ,F,MAPLETON,3,
Sable,Cat       ,DOMSH     ,Tabby     ,F,BLI BLI,11,
Archie,D         ,AUST. SHEP,RedBrown  ,M,BEERWAH,8,
Coco,D         ,PUG       ,Fawn      ,F,MOUNTAIN CREEK,4,
Bruno,D         ,LAGOTTO   ,Brown     ,M,BOKARINA,4,
Roxy,D         ,JACKRUSSL ,TanWhite  ,F,MAROOCHY RIVER,10,
Asha,D         ,BELGNSHEP ,Fawn      ,M,PEREGIAN SPRINGS,3,
Phoebe,D         ,LABRADOODL,Red       ,F,BUDERIM,13,
Travers,D         ,JACKRUSSL ,WhiteBrown,F,BURNSIDE,4,
Bean,Cat       ,DOMLH     ,Tortoise  ,F,GLENVIEW,3,
Coco,D         ,SPOODLE   ,WhiteBrown,F,BATTERY HILL,3,
Loki,D         ,STAFFRDAM ,Black     ,M,PELICAN WATERS,3,
Macey,D         ,MALTESEX  ,White     ,F,PELICAN WATERS,4,
Koko,D         ,CAVOODLE  ,Chocolate ,F,MERIDAN PLAINS,3,
Karla,D         ,KELPIEAUSX,BlackWhite,F,BUDERIM,3,
TANI,Cat       ,BENGAL    ,BlackBrown,F,MOOLOOLABA,3,
Cracker,Cat       ,BURMESE   ,Grey      ,M,GLASS HOUSE MOUNTAINS,7,
Bonnie,D         ,CHIHUAHUAX,White     ,F,MOOLOOLABA,16,
Tilly,D         ,JACKRUSSL ,BrownWhite,F,HUNCHY,3,
Luna,D         ,SPOODLE   ,Tan       ,F,BARINGA,4,
Maisy,D         ,GROODLE   ,Gold      ,F,MUDJIMBA,4,
Eva,Cat       ,DOMSH     ,Black     ,F,BURNSIDE,6,
Hank,D         ,BULLDOGFR ,Black     ,M,NAMBOUR,3,
Dixie,Cat       ,DOMSH     ,Tortoise  ,F,BUDERIM,3,
Odie,D         ,FOXTERRMN ,WhiteTan  ,M,TWIN WATERS,2,
Storm,D         ,LABRADOR  ,Black     ,M,MARCOOLA,2,
Archie,Cat       ,DOMSH     ,Black     ,M,MOOLOOLAH VALLEY,2,
Jobe,Cat       ,DOMSH     ,WhiteGrey ,M,VALDORA,15,
Benji,Cat       ,DOMSH     ,Tabby     ,M,BUDERIM,5,
Hugo,D         ,COLLBORDR ,Chocolate ,M,AROONA,3,
Kitty Pickard,Cat       ,DOMSH     ,BlackWhite,F,NIRIMBA,9,
WHiMSy,D         ,KELPIEAUSX,White     ,F,BIRTINYA,3,
Friday,D         ,BULLDOGFR ,Brindle   ,F,MAROOCHYDORE,5,
Sommer,D         ,LABRADOR  ,Gold      ,F,BUDDINA,8,
Ava,D         ,GREATDANE ,Harlequin ,F,MOUNTAIN CREEK,11,
Maximus,D         ,JACKRUSSLX,TanWhite  ,M,GOLDEN BEACH,9,
Jaffy,D         ,JACKRUSSL ,WhiteBrown,F,HUNCHY,2,
Shah,Cat       ,RUSSIANBLX,Grey      ,M,SIPPY DOWNS,4,
Malika,Cat       ,PERSIAN   ,BlackGrey ,F,BATTERY HILL,3,
Saffie,D         ,SPANIELCK ,Black     ,F,PEACHESTER,2,
Spike,D         ,COLLBORDRX,Black     ,M,GOLDEN BEACH,4,
Hudson,D         ,POINTRENG ,OrangeWhit,M,PALMVIEW,2,
Suki,D         ,HUSKYX    ,FawnWhite ,F,BUDERIM,5,
Gus,D         ,COLLBORDR ,BlackWhite,M,COOLUM BEACH,3,
Jaffa,Cat       ,DOMSH     ,Tortoise  ,F,KULANGOOR,2,
Bindi,D         ,CATTLEDOGX,BlackTanWh,F,PEREGIAN BEACH,3,
Frankie,D         ,BULLDOGFR ,Fawn      ,F,COOLUM BEACH,2,
Mavrick,D         ,SPANIELCV ,BlackTanWh,M,MAROOCHYDORE,2,
